,DATE,STEP,NPD_WELL_BORE_NAME,BTHP,BTHT,DP,CS,WHP,WHT,OIL,GAS,WATER
809,2011-10-15,1341,15/9-F-14,246.26586913962643,103.03265981756778,208.78293753056164,60.20825333333333,37.4829316090648,88.73057178178067,1211.43,173642.57,2809.32
810,2011-11-06,1363,15/9-F-14,242.16436666666667,102.8102625,198.80368583333333,65.830968125,43.36068083333333,87.327066875,1734.07,262627.1,3637.71
811,2011-11-07,1364,15/9-F-14,241.708828125,102.91750083333334,199.98362729166666,67.64436083333334,41.72520083333333,87.69406666666667,1806.74,277814.2,3727.31
812,2011-11-08,1365,15/9-F-14,241.262261875,103.03836145833333,200.13096416666667,70.331985,41.131297708333335,85.58492604166666,1864.94,287161.14,3793.42
813,2011-11-09,1366,15/9-F-14,240.47531729166667,103.04115583333333,200.07476104166668,71.06082979166666,40.40055625,84.88461541666666,1893.19,291761.54,3817.42
814,2011-11-10,1367,15/9-F-14,239.90113958333333,103.04053145833333,199.569839375,71.21203083333333,40.33130020833333,86.10950916666667,1931.64,297132.72,3805.19
815,2011-11-11,1368,15/9-F-14,240.86300734227447,103.0393232320489,199.80347972296676,34.86067875,41.05952761930772,84.42396112313088,1093.95,151082.66,1821.2
816,2011-11-12,1369,15/9-F-14,249.86352302019816,102.85617463373296,202.9992449906598,35.68102770833333,46.86427802953837,77.34956738085457,960.37,153287.54,2179.84
817,2011-11-13,1370,15/9-F-14,240.22027708333334,102.9974775,199.695615,71.05306958333334,40.52466208333333,88.03865375,1895.6,288083.42,3758.98
818,2011-11-14,1371,15/9-F-14,240.42247395833334,103.01592958333333,200.04289458333332,70.97585875,40.379579375,88.46725958333333,1893.6,289159.73,3780.24
819,2011-11-15,1372,15/9-F-14,240.58912979166666,103.003435,200.540065625,72.59628875,40.04906416666667,87.766175,1880.97,288997.0,3800.54
820,2011-11-16,1373,15/9-F-14,240.88622333333333,102.97876729166667,201.04468541666665,73.14742333333334,39.84153791666667,87.28928770833333,1873.21,288459.13,3840.08
821,2011-11-17,1374,15/9-F-14,241.10479291666667,102.96498354166667,201.33198770833334,73.285385,39.77280520833333,87.27808145833333,1861.88,287046.55,3851.64
822,2011-11-18,1375,15/9-F-14,241.27978354166666,102.959418125,201.664206875,73.86856104166667,39.61557666666667,86.68346166666667,1847.31,285690.62,3874.2
823,2011-11-19,1376,15/9-F-14,241.519214375,102.95387291666667,202.015890625,74.12990166666667,39.50332375,87.73029916666667,1829.94,283047.93,3887.07
824,2011-11-20,1377,15/9-F-14,241.75335145833333,102.94866041666667,202.39316104166667,74.18327645833334,39.36019041666667,87.58886958333333,1810.86,279575.62,3896.25
